district,title,link,orientation,deal_date,total_price,position,unit_price,features,list_amount,transaction_day,agent_name,agent_link
Hongkou,赤峰小区 2室1厅 51.17平米,https://sh.lianjia.com/chengjiao/107104863623.html,南 | 其他,2023.08.28,335万,低楼层(共13层) 1986年板楼,65469元/平,近地铁,挂牌373.6万,成交周期594天,陈建玉,https://dianpu.lianjia.com/1000000026617459/
Hongkou,祥东小区(虹口) 2室1厅 59.09平米,https://sh.lianjia.com/chengjiao/107107743805.html,南 | 简装,2023.08.27,427.5万,低楼层(共6层) 1980年板楼,72348元/平,"房屋满五年, 近地铁",挂牌450万,成交周期20天,李家玮,https://dianpu.lianjia.com/1000000030631295/
Hongkou,东五小区(虹口) 2室1厅 69.18平米,https://sh.lianjia.com/chengjiao/107107805496.html,南 | 毛坯,2023.08.27,425万,高楼层(共24层) 1989年塔楼,61434元/平,近地铁,挂牌450万,成交周期11天,王红霞,https://dianpu.lianjia.com/1000000022153260/
Hongkou,密二小区 2室1厅 46平米,https://sh.lianjia.com/chengjiao/107107769305.html,南 | 精装,2023.08.27,318万,中楼层(共6层) 1983年板楼,69131元/平,近地铁,挂牌339万,成交周期16天,吕显帷,https://dianpu.lianjia.com/1000000022166059/
Hongkou,优抚园 2室1厅 51.63平米,https://sh.lianjia.com/chengjiao/107107706301.html,南 北 | 毛坯,2023.08.27,345万,中楼层(共6层) 1986年板楼,66822元/平,"房屋满五年, 近地铁",挂牌363万,成交周期24天,王亚锟,https://dianpu.lianjia.com/1000000022247677/
Hongkou,蒋家桥小区 2室0厅 48.1平米,https://sh.lianjia.com/chengjiao/107106817333.html,南 | 精装,2023.08.26,285万,高楼层(共6层) 1979年板楼,59252元/平,"房屋满五年, 近地铁",挂牌328万,成交周期149天,张乐,https://dianpu.lianjia.com/1000000022145157/
Hongkou,东体小区 2室1厅 50.77平米,https://sh.lianjia.com/chengjiao/107106893107.html,南 | 精装,2023.08.26,374万,低楼层(共6层) 1983年板楼,73666元/平,"房屋满五年, 近地铁",挂牌390万,成交周期137天,王亚锟,https://dianpu.lianjia.com/1000000022247677/
Hongkou,巴林苑 2室1厅 57.21平米,https://sh.lianjia.com/chengjiao/107106573256.html,南 | 简装,2023.08.23,399万,低楼层(共6层) 1987年板楼,69744元/平,房屋满五年,挂牌415万,成交周期180天,王贵飞,https://dianpu.lianjia.com/1000000022191573/
Hongkou,祥东小区(虹口) 1室0厅 27.39平米,https://sh.lianjia.com/chengjiao/107107596427.html,南 | 精装,2023.08.20,207万,中楼层(共6层) 1980年板楼,75576元/平,近地铁,挂牌215万,成交周期33天,文浩,https://dianpu.lianjia.com/1000000030320378/
Hongkou,蒋家桥路10号 1室1厅 36.04平米,https://sh.lianjia.com/chengjiao/107107501229.html,南 | 精装,2023.08.18,192.2万,中楼层(共6层) 1990年板楼,53330元/平,"房屋满五年, 近地铁",挂牌199万,成交周期45天,许峰,https://dianpu.lianjia.com/1000000022218403/
Hongkou,玉田新村 1室1厅 36.33平米,https://sh.lianjia.com/chengjiao/107106941907.html,南 | 精装,2023.08.18,190万,低楼层(共5层) 1957年板楼,52299元/平,"房屋满五年, 近地铁",挂牌218万,成交周期123天,李尧,https://dianpu.lianjia.com/1000000022152814/
Hongkou,玉田新村 1室1厅 33.67平米,https://sh.lianjia.com/chengjiao/107107795683.html,南 | 简装,2023.08.18,205万,中楼层(共5层) 1957年板楼,60886元/平,近地铁,挂牌230万,成交周期3天,赵静,https://dianpu.lianjia.com/1000000022114190/
Hongkou,玉田新村 1室0厅 36.98平米,https://sh.lianjia.com/chengjiao/107107803389.html,南 | 简装,2023.08.17,188万,中楼层(共5层) 1958年板楼,50839元/平,近地铁,挂牌188万,成交周期1天,王常乐,https://dianpu.lianjia.com/1000000030046999/
Hongkou,玉田新村 1室1厅 28.53平米,https://sh.lianjia.com/chengjiao/107107727856.html,南 | 简装,2023.08.13,151万,中楼层(共5层) 1965年板楼,52927元/平,"房屋满五年, 近地铁",挂牌170万,成交周期8天,刘东妮,https://dianpu.lianjia.com/1000000026518203/
Hongkou,玉田新村 1室0厅 35.37平米,https://sh.lianjia.com/chengjiao/107105803706.html,南 | 精装,2023.08.13,242万,中楼层(共5层) 1957年板楼,68420元/平,"房屋满五年, 近地铁",挂牌245万,成交周期331天,杨涵,https://dianpu.lianjia.com/1000000026584255/
Hongkou,密云路250弄 1室0厅 33.78平米,https://sh.lianjia.com/chengjiao/107107061735.html,南 | 简装,2023.08.13,196万,低楼层(共6层) 1987年板楼,58023元/平,近地铁,挂牌215万,成交周期99天,吕高峰,https://dianpu.lianjia.com/1000000022196915/
Hongkou,玉田新村 2室1厅 66.64平米,https://sh.lianjia.com/chengjiao/107107020150.html,南 | 简装,2023.08.12,477万,高楼层(共5层) 1957年板楼,71579元/平,"房屋满五年, 近地铁",挂牌480万,成交周期106天,姬赞赞,https://dianpu.lianjia.com/1000000022242277/
Hongkou,赤峰小区 2室1厅 59.48平米,https://sh.lianjia.com/chengjiao/107107050812.html,南 | 简装,2023.08.11,442万,中楼层(共6层) 1985年板楼,74311元/平,"房屋满五年, 近地铁",挂牌450万,成交周期99天,叶明聪,https://dianpu.lianjia.com/1000000030154537/
Hongkou,悦华小区 2室1厅 62.22平米,https://sh.lianjia.com/chengjiao/107104303414.html,南 | 简装,2023.08.10,419万,高楼层(共7层) 1993年板楼,67342元/平,"房屋满五年, 近地铁",挂牌518万,成交周期733天,韩旭婵,https://dianpu.lianjia.com/1000000022279847/
Hongkou,西南小区 2室1厅 47.15平米,https://sh.lianjia.com/chengjiao/107107508898.html,南 | 简装,2023.08.10,345万,低楼层(共6层) 1980年板楼,73171元/平,"房屋满五年, 近地铁",挂牌375万,成交周期35天,朱善,https://dianpu.lianjia.com/1000000026750012/
Hongkou,赤峰小区 2室1厅 66.46平米,https://sh.lianjia.com/chengjiao/107106522645.html,南 | 精装,2023.08.09,430万,低楼层(共18层) 1994年板楼,64701元/平,房屋满五年,挂牌468万,成交周期172天,李建云,https://dianpu.lianjia.com/1000000022200684/
Hongkou,松花小区 1室1厅 39.39平米,https://sh.lianjia.com/chengjiao/107107406653.html,南 | 精装,2023.08.07,261万,高楼层(共6层) 1991年板楼,66261元/平,"房屋满五年, 近地铁",挂牌268万,成交周期46天,刘东妮,https://dianpu.lianjia.com/1000000026518203/
Hongkou,赤峰小区 1室1厅 35.42平米,https://sh.lianjia.com/chengjiao/107105032047.html,西 西南 | 精装,2023.08.07,205万,高楼层(共6层) 1984年板楼,57877元/平,"房屋满五年, 近地铁",挂牌220万,成交周期519天,胡忠明,https://dianpu.lianjia.com/1000000022258011/
Hongkou,大二小区 1室0厅 31.79平米,https://sh.lianjia.com/chengjiao/107107710783.html,南 | 精装,2023.08.06,173万,低楼层(共3层) 1958年板楼,54420元/平,"房屋满五年, 近地铁",挂牌178万,成交周期3天,孟于程,https://dianpu.lianjia.com/1000000026602761/
Hongkou,赤一小区 2室1厅 61.24平米,https://sh.lianjia.com/chengjiao/107107270929.html,南 | 简装,2023.08.06,413.5万,低楼层(共6层) 1983年板楼,67522元/平,近地铁,挂牌429万,成交周期63天,赵建庄,https://dianpu.lianjia.com/1000000030047909/
Hongkou,邮电新村 2室1厅 40.64平米,https://sh.lianjia.com/chengjiao/107106955884.html,南 北 | 毛坯,2023.08.05,265万,中楼层(共4层) 1953年板楼,65207元/平,近地铁,挂牌284万,成交周期108天,王旭,https://dianpu.lianjia.com/1000000022275223/
Hongkou,八一小区 2室1厅 61.28平米,https://sh.lianjia.com/chengjiao/107106422745.html,南 | 简装,2023.08.05,415万,中楼层(共6层) 1985年板楼,67722元/平,,挂牌420万,成交周期180天,杨喆,https://dianpu.lianjia.com/1000000022273004/
Hongkou,优抚园 2室1厅 48.11平米,https://sh.lianjia.com/chengjiao/107106832468.html,南 | 精装,2023.08.03,376.5万,高楼层(共6层) 1985年板楼,78259元/平,近地铁,挂牌393万,成交周期124天,张雄楠,https://dianpu.lianjia.com/1000000030327557/
Hongkou,祥东小区(虹口) 2室1厅 60.49平米,https://sh.lianjia.com/chengjiao/107106403020.html,南 | 毛坯,2023.08.03,452.5万,中楼层(共6层) 1980年板楼,74806元/平,近地铁,挂牌468万,成交周期181天,闫莹莹,https://dianpu.lianjia.com/1000000029416913/
Hongkou,赤峰小区 2室1厅 64.54平米,https://sh.lianjia.com/chengjiao/107107558379.html,东南 | 精装,2023.08.03,410万,低楼层(共24层) 1988年塔楼,63527元/平,"房屋满五年, 近地铁",挂牌435万,成交周期20天,颛孙亚飞,https://dianpu.lianjia.com/1000000022153093/
Hongkou,玉田新村 1室0厅 29.66平米,https://sh.lianjia.com/chengjiao/107106994229.html,南 | 简装,2023.08.02,156万,中楼层(共6层) 1967年板楼,52597元/平,近地铁,挂牌168万,成交周期99天,黄诗娅,https://dianpu.lianjia.com/1000000030304105/
Hongkou,赤峰小区 2室1厅 59.45平米,https://sh.lianjia.com/chengjiao/107107378303.html,南 西 | 简装,2023.08.01,390万,高楼层(共6层) 1986年板楼,65602元/平,"房屋满五年, 近地铁",挂牌398万,成交周期44天,张琪,https://dianpu.lianjia.com/1000000022162885/
Hongkou,东体小区 2室1厅 52.63平米,https://sh.lianjia.com/chengjiao/107106813532.html,南 北 | 简装,2023.07.31,352万,中楼层(共6层) 1982年板楼,66883元/平,"房屋满五年, 近地铁",挂牌360万,成交周期124天,杨雪,https://dianpu.lianjia.com/1000000029146495/
Hongkou,赤峰小区 2室1厅 66.46平米,https://sh.lianjia.com/chengjiao/107107390188.html,东南 | 简装,2023.07.30,445万,中楼层(共18层) 1992年板楼,66958元/平,"房屋满五年, 近地铁",挂牌468万,成交周期41天,赵钦差,https://dianpu.lianjia.com/1000000022130629/
Hongkou,优抚园 1室1厅 29.84平米,https://sh.lianjia.com/chengjiao/107106921922.html,南 | 精装,2023.07.29,204万,高楼层(共6层) 1986年板楼,68365元/平,近地铁,挂牌205万,成交周期106天,宋卫兵,https://dianpu.lianjia.com/1000000028809926/
Hongkou,大西小区 1室1厅 39.82平米,https://sh.lianjia.com/chengjiao/107106591984.html,南 北 | 简装,2023.07.27,245万,高楼层(共5层) 1976年板楼,61527元/平,近地铁,挂牌268万,成交周期151天,蔡春雷,https://dianpu.lianjia.com/1000000030044013/
Hongkou,密二小区 2室1厅 47.15平米,https://sh.lianjia.com/chengjiao/107107618435.html,南 | 精装,2023.07.26,310万,高楼层(共6层) 1983年板楼,65748元/平,"房屋满五年, 近地铁",挂牌328万,成交周期5天,姜华磊,https://dianpu.lianjia.com/1000000022257216/
Hongkou,运四小区 1室0厅 31.65平米,https://sh.lianjia.com/chengjiao/107106946491.html,南 | 简装,2023.07.25,240万,中楼层(共6层) 1983年板楼,75830元/平,,挂牌245万,成交周期98天,应超,https://dianpu.lianjia.com/1000000030328297/
Hongkou,西南小区 2室1厅 44.29平米,https://sh.lianjia.com/chengjiao/107107485057.html,南 | 简装,2023.07.25,339万,中楼层(共6层) 1980年板楼,76541元/平,近地铁,挂牌350万,成交周期22天,张培红,https://dianpu.lianjia.com/1000000030304113/
Hongkou,大西小区 2室1厅 50.02平米,https://sh.lianjia.com/chengjiao/107107627261.html,南 | 简装,2023.07.23,326万,高楼层(共6层) 1986年板楼,65174元/平,"房屋满五年, 近地铁",挂牌350万,成交周期1天,晁祥彩,https://dianpu.lianjia.com/1000000029190698/
Hongkou,西南小区 2室1厅 49.43平米,https://sh.lianjia.com/chengjiao/107107396667.html,南 | 简装,2023.07.22,362万,中楼层(共6层) 1980年板楼,73235元/平,近地铁,挂牌370万,成交周期32天,黄诗娅,https://dianpu.lianjia.com/1000000030304105/
Hongkou,玉田新村 2室1厅 67.75平米,https://sh.lianjia.com/chengjiao/107106798822.html,南 | 简装,2023.07.22,422万,高楼层(共5层) 1957年板楼,62288元/平,"房屋满五年, 近地铁",挂牌455万,成交周期117天,蒋月,https://dianpu.lianjia.com/1000000022271395/
Hongkou,东四小区 1室1厅 50.68平米,https://sh.lianjia.com/chengjiao/107106924727.html,南 北 | 简装,2023.07.21,328万,低楼层(共13层) 1986年塔楼,64720元/平,近地铁,挂牌358万,成交周期98天,杨喆,https://dianpu.lianjia.com/1000000022273004/
Hongkou,邮电新村 1室0厅 27.37平米,https://sh.lianjia.com/chengjiao/107106765173.html,北 | 简装,2023.07.19,150万,低楼层(共3层) 1953年板楼,54805元/平,近地铁,挂牌158万,成交周期119天,朱丹,https://dianpu.lianjia.com/1000000030273044/
Hongkou,大西小区 3室1厅 63.16平米,https://sh.lianjia.com/chengjiao/107107045215.html,南 | 精装,2023.07.18,490万,低楼层(共6层) 1986年板楼,77581元/平,"房屋满五年, 近地铁",挂牌520万,成交周期76天,吴俊聪,https://dianpu.lianjia.com/1000000022268508/
Hongkou,赤峰小区 1室1厅 39.71平米,https://sh.lianjia.com/chengjiao/107106827112.html,南 | 简装,2023.07.16,229万,高楼层(共6层) 1985年板楼,57669元/平,"房屋满五年, 近地铁",挂牌235万,成交周期107天,赖九龙,https://dianpu.lianjia.com/1000000022248937/
Hongkou,密二小区 1室1厅 39.37平米,https://sh.lianjia.com/chengjiao/107107157850.html,南 | 简装,2023.07.16,240万,高楼层(共6层) 1980年板楼,60961元/平,近地铁,挂牌275万,成交周期58天,王贵飞,https://dianpu.lianjia.com/1000000022191573/
Hongkou,大西小区 2室0厅 47.76平米,https://sh.lianjia.com/chengjiao/107107335654.html,南 | 精装,2023.07.16,321万,中楼层(共6层) 1986年板楼,67212元/平,"房屋满五年, 近地铁",挂牌350万,成交周期34天,张美兰,https://dianpu.lianjia.com/1000000030277578/
Hongkou,邮电二村 2室1厅 55.87平米,https://sh.lianjia.com/chengjiao/107107346059.html,南 | 精装,2023.07.13,408万,高楼层(共6层) 1988年板楼,73027元/平,"房屋满五年, 近地铁",挂牌435万,成交周期29天,李琪琪,https://dianpu.lianjia.com/1000002101399166/
Hongkou,银联花园 2室1厅 70.76平米,https://sh.lianjia.com/chengjiao/107106972038.html,西南 | 精装,2023.07.12,535万,低楼层(共18层) 1995年塔楼,75608元/平,"房屋满五年, 近地铁",挂牌549万,成交周期82天,居磊,https://dianpu.lianjia.com/1000000030146218/
Hongkou,密云花苑 3室1厅 129.43平米,https://sh.lianjia.com/chengjiao/107106929013.html,南 | 简装,2023.07.09,660万,高楼层(共17层) 1998年板塔结合,50993元/平,"房屋满五年, 近地铁",挂牌746万,成交周期85天,吴晓敏,https://dianpu.lianjia.com/1000000030151598/
Hongkou,曲阳大楼 2室1厅 86.22平米,https://sh.lianjia.com/chengjiao/107106948623.html,南 | 简装,2023.07.09,560万,低楼层(共24层) 1987年塔楼,64951元/平,近地铁,挂牌580万,成交周期82天,唐静,https://dianpu.lianjia.com/1000000030271348/
Hongkou,邮电二村 2室1厅 66.04平米,https://sh.lianjia.com/chengjiao/107106694792.html,南 | 简装,2023.07.09,505万,高楼层(共24层) 1990年塔楼,76469元/平,"房屋满五年, 近地铁",挂牌528万,成交周期119天,居磊,https://dianpu.lianjia.com/1000000030146218/
Hongkou,东体小区 1室0厅 37.42平米,https://sh.lianjia.com/chengjiao/107107500726.html,南 | 其他,2023.07.08,,中楼层(共5层) 1957年板楼,,近地铁,,,于爱娣,https://dianpu.lianjia.com/1000000022094405/
Hongkou,东四小区 1室1厅 40.92平米,https://sh.lianjia.com/chengjiao/107107308046.html,南 | 精装,2023.07.07,300万,高楼层(共13层) 1986年板楼,73314元/平,"房屋满五年, 近地铁",挂牌300万,成交周期29天,艾培霞,https://dianpu.lianjia.com/1000000022223512/
Hongkou,蒋家桥小区 2室1厅 54.34平米,https://sh.lianjia.com/chengjiao/107107439466.html,南 北 | 简装,2023.07.07,376万,中楼层(共6层) 1984年板楼,69194元/平,"房屋满五年, 近地铁",挂牌395万,成交周期10天,赵龙,https://dianpu.lianjia.com/1000000026571935/
Hongkou,辉河大楼 2室1厅 69.9平米,https://sh.lianjia.com/chengjiao/107104003277.html,南 | 简装,2023.07.04,490万,低楼层(共18层) 1992年塔楼,70101元/平,房屋满五年,挂牌510万,成交周期774天,赵钦差,https://dianpu.lianjia.com/1000000022130629/
Hongkou,曲阳大楼 2室1厅 66.17平米,https://sh.lianjia.com/chengjiao/107106225774.html,南 | 简装,2023.07.03,495万,中楼层(共24层) 1987年塔楼,74808元/平,近地铁,挂牌520万,成交周期204天,陈娟,https://dianpu.lianjia.com/1000000028889695/
Hongkou,密二小区 2室0厅 47.35平米,https://sh.lianjia.com/chengjiao/107106493059.html,南 | 简装,2023.07.03,300万,高楼层(共6层) 1983年板楼,63358元/平,"房屋满五年, 近地铁",挂牌319万,成交周期138天,王梦杰,https://dianpu.lianjia.com/1000000030328869/
Hongkou,密二小区 2室1厅 53.21平米,https://sh.lianjia.com/chengjiao/107107109834.html,南 北 | 简装,2023.07.01,340万,高楼层(共6层) 1983年板楼,63898元/平,"房屋满五年, 近地铁",挂牌350万,成交周期50天,胡宏飞,https://dianpu.lianjia.com/1000000022112259/
Hongkou,蒋家桥小区 2室0厅 54.34平米,https://sh.lianjia.com/chengjiao/107107352191.html,南 | 简装,2023.06.29,333万,高楼层(共6层) 1986年板楼,61281元/平,"房屋满五年, 近地铁",挂牌348万,成交周期15天,闫振友,https://dianpu.lianjia.com/1000000029032696/
Hongkou,东体小区 2室1厅 51.77平米,https://sh.lianjia.com/chengjiao/107106986238.html,南 | 毛坯,2023.06.19,360万,中楼层(共6层) 1984年板楼,69539元/平,"房屋满五年, 近地铁",挂牌390万,成交周期57天,曾靖靖,https://dianpu.lianjia.com/1000000022144283/
Hongkou,天宝西路258弄 2室1厅 93.21平米,https://sh.lianjia.com/chengjiao/107105741358.html,南 | 简装,2023.06.17,520万,高楼层(共7层) 1996年板楼,55789元/平,近地铁,挂牌540万,成交周期286天,朱丹,https://dianpu.lianjia.com/1000000030273044/
Hongkou,银联花园 2室1厅 72.79平米,https://sh.lianjia.com/chengjiao/107106782655.html,南 | 简装,2023.06.17,578万,高楼层(共6层) 1992年板楼,79407元/平,"房屋满五年, 近地铁",挂牌599万,成交周期84天,居磊,https://dianpu.lianjia.com/1000000030146218/
Hongkou,巴林苑 2室1厅 55.05平米,https://sh.lianjia.com/chengjiao/107107033431.html,南 | 简装,2023.06.15,425万,低楼层(共6层) 1987年板楼,77203元/平,房屋满五年,挂牌445万,成交周期45天,蒋玉双,https://dianpu.lianjia.com/1000000022280254/
Hongkou,东体小区 2室1厅 52.83平米,https://sh.lianjia.com/chengjiao/107106373633.html,南 | 精装,2023.06.13,364.5万,中楼层(共6层) 1983年板楼,68995元/平,"房屋满五年, 近地铁",挂牌385万,成交周期134天,朱正圆,https://dianpu.lianjia.com/1000000030302751/
Hongkou,巴林路60弄 2室1厅 62.05平米,https://sh.lianjia.com/chengjiao/107106828201.html,南 北 | 简装,2023.06.12,410万,中楼层(共6层) 1988年板楼,66076元/平,房屋满五年,挂牌428万,成交周期73天,唐静,https://dianpu.lianjia.com/1000000030271348/
Hongkou,大连新村 2室1厅 49.06平米,https://sh.lianjia.com/chengjiao/107107280899.html,南 北 | 简装,2023.06.11,297万,高楼层(共6层) 1957年板楼,60539元/平,"房屋满五年, 近地铁",挂牌310万,成交周期5天,苏毅松,https://dianpu.lianjia.com/1000000026754210/
Hongkou,邮电二村 2室1厅 60.97平米,https://sh.lianjia.com/chengjiao/107106287604.html,南 | 精装,2023.06.10,520万,中楼层(共6层) 1986年板楼,85288元/平,"房屋满五年, 近地铁",挂牌550万,成交周期159天,王丽,https://dianpu.lianjia.com/1000000022203657/
Hongkou,运三小区 1室1厅 38.2平米,https://sh.lianjia.com/chengjiao/107106878758.html,南 | 简装,2023.06.10,263万,低楼层(共6层) 1984年板楼,68849元/平,房屋满五年,挂牌296万,成交周期63天,唐静,https://dianpu.lianjia.com/1000000030271348/
Hongkou,运光路90弄 1室1厅 43.14平米,https://sh.lianjia.com/chengjiao/107106008797.html,南 | 简装,2023.06.08,280万,低楼层(共6层) 1987年板楼,64905元/平,房屋满五年,挂牌295万,成交周期223天,许大山,https://dianpu.lianjia.com/1000000022268537/
Hongkou,大西小区 1室1厅 38.73平米,https://sh.lianjia.com/chengjiao/107106426101.html,南 | 简装,2023.06.07,240万,中楼层(共5层) 1976年板楼,61968元/平,"房屋满五年, 近地铁",挂牌259万,成交周期121天,赵龙,https://dianpu.lianjia.com/1000000026571935/
Hongkou,玉田新村 1室0厅 27.03平米,https://sh.lianjia.com/chengjiao/107107276066.html,北 | 毛坯,2023.06.06,147.8万,中楼层(共5层) 1965年板楼,54680元/平,"房屋满五年, 近地铁",挂牌155万,成交周期2天,胡宏飞,https://dianpu.lianjia.com/1000000022112259/
Hongkou,赤峰小区 1室1厅 38.13平米,https://sh.lianjia.com/chengjiao/107106847144.html,南 | 简装,2023.06.05,268.5万,低楼层(共6层) 1985年板楼,70417元/平,近地铁,挂牌295万,成交周期63天,周岩,https://dianpu.lianjia.com/1000000022215985/
Hongkou,玉田新村 1室0厅 30.07平米,https://sh.lianjia.com/chengjiao/107107224019.html,北 | 简装,2023.06.05,159万,低楼层(共6层) 1957年板楼,52877元/平,"房屋满五年, 近地铁",挂牌170万,成交周期8天,李铮,https://dianpu.lianjia.com/1000000022166044/
Hongkou,邮电新村 2室2厅 38.2平米,https://sh.lianjia.com/chengjiao/107106568318.html,南 | 其他,2023.06.04,322.5万,高楼层(共6层) 1953年板楼,84425元/平,近地铁,挂牌338万,成交周期100天,刘辉,https://dianpu.lianjia.com/1000000022157873/
Hongkou,赤峰小区 2室1厅 69.18平米,https://sh.lianjia.com/chengjiao/107106983450.html,南 | 精装,2023.06.04,505万,中楼层(共24层) 1990年塔楼,72998元/平,"房屋满五年, 近地铁",挂牌549万,成交周期42天,王梦杰,https://dianpu.lianjia.com/1000000030328869/
Hongkou,大三小区 2室0厅 46.34平米,https://sh.lianjia.com/chengjiao/107106549199.html,南 | 简装,2023.06.03,304万,高楼层(共6层) 1975年板楼,65603元/平,"房屋满五年, 近地铁",挂牌325万,成交周期102天,苏鑫,https://dianpu.lianjia.com/1000000026702893/
Hongkou,虹连大楼 1室1厅 43.78平米,https://sh.lianjia.com/chengjiao/107106208803.html,南 | 精装,2023.06.03,265万,低楼层(共18层) 1991年塔楼,60530元/平,"房屋满五年, 近地铁",挂牌285万,成交周期177天,黄新敏,https://dianpu.lianjia.com/1000002101450374/
Hongkou,双东小区 1室1厅 35.02平米,https://sh.lianjia.com/chengjiao/107106992448.html,南 | 简装,2023.06.03,311万,低楼层(共6层) 1985年板楼,88807元/平,"房屋满五年, 近地铁",挂牌340万,成交周期39天,熊年霞,https://dianpu.lianjia.com/1000000022131360/
Hongkou,玉田新村 1室0厅 32.01平米,https://sh.lianjia.com/chengjiao/107107237203.html,南 | 简装,2023.05.31,158万,中楼层(共6层) 1957年板楼,49360元/平,近地铁,挂牌175万,成交周期1天,王红霞,https://dianpu.lianjia.com/1000000022153260/
Hongkou,西南小区 2室1厅 44.39平米,https://sh.lianjia.com/chengjiao/107107179536.html,南 | 精装,2023.05.29,341万,高楼层(共6层) 1979年板楼,76820元/平,"房屋满五年, 近地铁",挂牌352万,成交周期7天,周岩,https://dianpu.lianjia.com/1000000022215985/
Hongkou,曲阳林云小区 1室0厅 36.19平米,https://sh.lianjia.com/chengjiao/107106497931.html,南 | 简装,2023.05.28,275万,中楼层(共6层) 1988年板楼,75988元/平,,挂牌286万,成交周期102天,王贵飞,https://dianpu.lianjia.com/1000000022191573/
Hongkou,密三小区 1室1厅 36.19平米,https://sh.lianjia.com/chengjiao/107106913125.html,南 | 精装,2023.05.28,231.5万,中楼层(共6层) 1981年板楼,63968元/平,"房屋满五年, 近地铁",挂牌245万,成交周期45天,王亚锟,https://dianpu.lianjia.com/1000000022247677/
Hongkou,邮电二村 1室1厅 42.87平米,https://sh.lianjia.com/chengjiao/107106779268.html,南 | 精装,2023.05.28,382万,中楼层(共6层) 1986年板楼,89107元/平,近地铁,挂牌392万,成交周期65天,刘辉,https://dianpu.lianjia.com/1000000022157873/
Hongkou,赤一小区 1室1厅 34平米,https://sh.lianjia.com/chengjiao/107106966814.html,西 | 精装,2023.05.28,220万,中楼层(共6层) 1986年板楼,64706元/平,"房屋满五年, 近地铁",挂牌249万,成交周期37天,赖九龙,https://dianpu.lianjia.com/1000000022248937/
Hongkou,运光新村 1室1厅 42.51平米,https://sh.lianjia.com/chengjiao/107106884275.html,南 | 简装,2023.05.28,288万,低楼层(共6层) 1995年板楼,67749元/平,"房屋满五年, 近地铁",挂牌297.5万,成交周期48天,王亚锟,https://dianpu.lianjia.com/1000000022247677/
Hongkou,巴林小区 3室1厅 84.95平米,https://sh.lianjia.com/chengjiao/107106904983.html,南 北 | 简装,2023.05.28,635万,高楼层(共6层) 1989年板楼,74750元/平,房屋满五年,挂牌650万,成交周期45天,菅娜娜,https://dianpu.lianjia.com/1000002101279427/
Hongkou,玉田新村 2室0厅 53.19平米,https://sh.lianjia.com/chengjiao/107106648918.html,南 北 | 简装,2023.05.26,258万,低楼层(共5层) 1957年板楼,48506元/平,近地铁,挂牌270万,成交周期81天,姬赞赞,https://dianpu.lianjia.com/1000000022242277/
Hongkou,优抚园 1室1厅 30.94平米,https://sh.lianjia.com/chengjiao/107107168547.html,南 | 精装,2023.05.25,205万,低楼层(共6层) 1986年板楼,66258元/平,近地铁,挂牌210万,成交周期5天,张志田,https://dianpu.lianjia.com/1000000022257555/
Hongkou,玉田新村 1室1厅 29.21平米,https://sh.lianjia.com/chengjiao/107107105051.html,南 | 简装,2023.05.25,159万,中楼层(共5层) 1965年板楼,54434元/平,"房屋满五年, 近地铁",挂牌170万,成交周期14天,李铮,https://dianpu.lianjia.com/1000000022166044/
Hongkou,赤一小区 1室1厅 37.36平米,https://sh.lianjia.com/chengjiao/107106903735.html,南 | 简装,2023.05.24,245万,低楼层(共6层) 1983年板楼,65579元/平,"房屋满五年, 近地铁",挂牌250万,成交周期41天,吴志强,https://dianpu.lianjia.com/1000000030305503/
Hongkou,祥东小区(虹口) 1室1厅 43.81平米,https://sh.lianjia.com/chengjiao/107106778546.html,南 | 简装,2023.05.23,324万,低楼层(共6层) 1982年板楼,73956元/平,近地铁,挂牌338万,成交周期59天,李梦,https://dianpu.lianjia.com/1000000026524371/
Hongkou,邮政曲阳大楼 3室2厅 111.65平米,https://sh.lianjia.com/chengjiao/107106398677.html,南 北 | 简装,2023.05.22,673万,中楼层(共24层) 1997年塔楼,60278元/平,"房屋满五年, 近地铁",挂牌749万,成交周期109天,曾靖靖,https://dianpu.lianjia.com/1000000022144283/
Hongkou,西南小区 2室1厅 45.93平米,https://sh.lianjia.com/chengjiao/107106327317.html,南 | 简装,2023.05.22,364万,中楼层(共6层) 1982年板楼,79252元/平,"房屋满五年, 近地铁",挂牌397万,成交周期132天,周中欣,https://dianpu.lianjia.com/1000000022271517/
Hongkou,蒋家桥小区 1室0厅 30.14平米,https://sh.lianjia.com/chengjiao/107107121456.html,南 | 简装,2023.05.21,194万,高楼层(共6层) 1987年板楼,64367元/平,"房屋满五年, 近地铁",挂牌199万,成交周期8天,姜奇,https://dianpu.lianjia.com/1000000030524063/
Hongkou,玉田新村 1室0厅 19.1平米,https://sh.lianjia.com/chengjiao/107107102537.html,北 | 简装,2023.05.15,111万,低楼层(共5层) 1958年板楼,58116元/平,"房屋满五年, 近地铁",挂牌130万,成交周期4天,周岩,https://dianpu.lianjia.com/1000000022215985/
Hongkou,东体小区 2室1厅 52.93平米,https://sh.lianjia.com/chengjiao/107106700423.html,南 | 精装,2023.05.15,362万,高楼层(共6层) 1981年板楼,68393元/平,"房屋满五年, 近地铁",挂牌365万,成交周期63天,刘东妮,https://dianpu.lianjia.com/1000000026518203/
